area,population_density,statistic_yyy,site_id,people_total
50.6676,178,109,新竹縣北埔鄉,9035
46.801,115,109,新竹縣峨眉鄉,5403
527.5795,18,109,新竹縣尖石鄉,9646
227.728,20,109,新竹縣五峰鄉,4487
37.8878,2314,109,苗栗縣苗栗市,87671
53.3205,1959,109,苗栗縣頭份市,104441
68.2473,653,109,苗栗縣苑裡鎮,44562
107.8486,307,109,苗栗縣通霄鎮,33061
37.5592,2321,109,苗栗縣竹南鎮,87190
75.8079,465,109,苗栗縣後龍鎮,35221
76.3153,212,109,苗栗縣卓蘭鎮,16196
90.8396,153,109,苗栗縣大湖鄉,13884
71.4523,453,109,苗栗縣公館鄉,32397
78.3805,220,109,苗栗縣銅鑼鄉,17279
165.4938,58,109,苗栗縣南庄鄉,9573
52.5046,195,109,苗栗縣頭屋鄉,10240
69.3424,226,109,苗栗縣三義鄉,15665
41.0758,164,109,苗栗縣西湖鄉,6729
47.9978,254,109,苗栗縣造橋鄉,12177
52.2964,122,109,苗栗縣三灣鄉,6364
79.4324,52,109,苗栗縣獅潭鄉,4158
614.5127,9,109,苗栗縣泰安鄉,5782
65.6947,3521,109,彰化縣彰化市,231317
40.038,3104,109,彰化縣員林市,124263
39.4625,2193,109,彰化縣鹿港鎮,86550
39.9345,2256,109,彰化縣和美鎮,90095
19.2547,1732,109,彰化縣北斗鎮,33358
32.0592,1710,109,彰化縣溪湖鎮,54814
34.6056,1177,109,彰化縣田中鎮,40717
92.8478,535,109,彰化縣二林鎮,49687
18.0856,921,109,彰化縣線西鄉,16665
22.3268,1690,109,彰化縣伸港鄉,37740
49.8934,930,109,彰化縣福興鄉,46399
29.3447,1325,109,彰化縣秀水鄉,38872
36.3469,1244,109,彰化縣花壇鄉,45232
38.0204,610,109,彰化縣芬園鄉,23188
30.7837,1249,109,彰化縣大村鄉,38457
38.6081,827,109,彰化縣埔鹽鄉,31919
20.9526,1644,109,彰化縣埔心鄉,34451
20.6382,1759,109,彰化縣永靖鄉,36300
36.1449,1174,109,彰化縣社頭鄉,42436
29.4449,497,109,彰化縣二水鄉,14642
24.0375,1110,109,彰化縣田尾鄉,26691
42.7508,703,109,彰化縣埤頭鄉,30072
91.3827,358,109,彰化縣芳苑鄉,32720
63.7406,253,109,彰化縣大城鄉,16119
42.1662,351,109,彰化縣竹塘鄉,14808
75.831,385,109,彰化縣溪州鄉,29158
71.6021,1384,109,南投縣南投市,99081
162.2227,488,109,南投縣埔里鎮,79191
104.0327,937,109,南投縣草屯鎮,97489
247.3339,216,109,南投縣竹山鎮,53464
49.7268,210,109,南投縣集集鎮,10461
83.0955,451,109,南投縣名間鄉,37507
141.8981,121,109,南投縣鹿谷鄉,17231
146.6541,98,109,南投縣中寮鄉,14301
121.3735,127,109,南投縣魚池鄉,15466
175.7042,102,109,南投縣國姓鄉,17965
106.8424,159,109,南投縣水里鄉,16980
1422.4188,11,109,南投縣信義鄉,15878
1273.5312,12,109,南投縣仁愛鄉,15818
93.7151,1160,109,雲林縣斗六市,108677
48.1505,917,109,雲林縣斗南鎮,44154
68.742,1031,109,雲林縣虎尾鎮,70899
49.7985,913,109,雲林縣西螺鎮,45463
49.0212,577,109,雲林縣土庫鎮,28305
41.4999,942,109,雲林縣北港鎮,39089
166.6059,185,109,雲林縣古坑鄉,30868
44.9973,413,109,雲林縣大埤鄉,18604
50.8502,557,109,雲林縣莿桐鄉,28311
37.6035,464,109,雲林縣林內鄉,17434
59.5625,437,109,雲林縣二崙鄉,26029
58.484,407,109,雲林縣崙背鄉,23784
80.1668,598,109,雲林縣麥寮鄉,47951
48.3562,293,109,雲林縣東勢鄉,14155
37.0552,337,109,雲林縣褒忠鄉,12477
54.0983,425,109,雲林縣臺西鄉,23012
71.5872,345,109,雲林縣元長鄉,24694
77.1189,290,109,雲林縣四湖鄉,22387
80.4612,328,109,雲林縣口湖鄉,26403
72.9582,331,109,雲林縣水林鄉,24177
66.8964,576,109,嘉義縣太保市,38536
49.5737,841,109,嘉義縣朴子市,41669
61.7307,421,109,嘉義縣布袋鎮,25990
64.1663,473,109,嘉義縣大林鎮,30381
85.4969,834,109,嘉義縣民雄鄉,71317
33.0463,425,109,嘉義縣溪口鄉,14055
66.0495,472,109,嘉義縣新港鄉,31162
62.2619,356,109,嘉義縣六腳鄉,22196
81.5821,291,109,嘉義縣東石鄉,23766
79.2925,222,109,嘉義縣義竹鄉,17602
54.3151,275,109,嘉義縣鹿草鄉,14913
69.1198,709,109,嘉義縣水上鄉,49012
129.5016,341,109,嘉義縣中埔鄉,44131
162.2256,214,109,嘉義縣竹崎鄉,34797
119.7571,156,109,嘉義縣梅山鄉,18687
117.5269,95,109,嘉義縣番路鄉,11180
173.2472,26,109,嘉義縣大埔鄉,4560
427.8471,13,109,嘉義縣阿里山鄉,5527
65.067,3038,109,屏東縣屏東市,197647
42.4331,1269,109,屏東縣潮州鎮,53842
29.4635,1586,109,屏東縣東港鎮,46731
136.763,222,109,屏東縣恆春鎮,30414
57.4679,872,109,屏東縣萬丹鄉,50126
39.8861,739,109,屏東縣長治鄉,29470
16.26,662,109,屏東縣麟洛鄉,10770
42.0187,523,109,屏東縣九如鄉,21962
68.9208,373,109,屏東縣里港鄉,25707
64.3493,388,109,屏東縣鹽埔鄉,24999
90.1522,264,109,屏東縣高樹鄉,23775
60.7315,332,109,屏東縣萬巒鄉,20189
81.8554,652,109,屏東縣內埔鄉,53330
29.0732,571,109,屏東縣竹田鄉,16615
59.0102,162,109,屏東縣新埤鄉,9561
57.7347,410,109,屏東縣枋寮鄉,23680
38.3109,886,109,屏東縣新園鄉,33939
31.2659,492,109,屏東縣崁頂鄉,15378
15.6233,1106,109,屏東縣林邊鄉,17275
18.97,546,109,屏東縣南州鄉,10364
30.9842,601,109,屏東縣佳冬鄉,18620
6.8018,1782,109,屏東縣琉球鄉,12121
49.8517,166,109,屏東縣車城鄉,8278
142.2013,53,109,屏東縣滿州鄉,7471
17.2697,303,109,屏東縣枋山鄉,5240
196.3965,39,109,屏東縣三地門鄉,7689
278.796,12,109,屏東縣霧臺鄉,3247
78.7008,86,109,屏東縣瑪家鄉,6768
118.6266,45,109,屏東縣泰武鄉,5351
167.7756,44,109,屏東縣來義鄉,7448
160.001,31,109,屏東縣春日鄉,4947
301.0018,16,109,屏東縣獅子鄉,4839
181.8366,27,109,屏東縣牡丹鄉,4865
109.7691,955,109,臺東縣臺東市,104803
143.9939,94,109,臺東縣成功鎮,13505
58.7351,143,109,臺東縣關山鎮,8420
412.6871,41,109,臺東縣卑南鄉,16961
69.1454,83,109,臺東縣大武鄉,5727
96.6523,113,109,臺東縣太麻里鄉,10925
210.1908,39,109,臺東縣東河鄉,8203
155.1868,45,109,臺東縣長濱鄉,6926
89.698,85,109,臺東縣鹿野鄉,7601
82.6854,98,109,臺東縣池上鄉,8073
15.0919,267,109,臺東縣綠島鄉,4026
455.8805,8,109,臺東縣延平鄉,3549
880.0382,5,109,臺東縣海端鄉,4105
306.4454,11,109,臺東縣達仁鄉,3489
380.6635,10,109,臺東縣金峰鄉,3699
48.3892,108,109,臺東縣蘭嶼鄉,5249
29.4095,3487,109,花蓮縣花蓮市,102539
120.5181,90,109,花蓮縣鳳林鎮,10821
252.3719,93,109,花蓮縣玉里鎮,23381
29.4095,682,109,花蓮縣新城鄉,20058
65.2582,1280,109,花蓮縣吉安鄉,83507
218.4448,81,109,花蓮縣壽豐鄉,17589
157.11,79,109,花蓮縣光復鄉,12369
162.4332,27,109,花蓮縣豐濱鄉,4376
135.5862,83,109,花蓮縣瑞穗鄉,11312
176.3705,57,109,花蓮縣富里鄉,10004
1641.8555,10,109,花蓮縣秀林鄉,16143
618.491,10,109,花蓮縣萬榮鄉,6237
1021.313,6,109,花蓮縣卓溪鄉,6036
33.9918,1859,109,澎湖縣馬公市,63206
33.3008,457,109,澎湖縣湖西鄉,15230
20.0875,493,109,澎湖縣白沙鄉,9907
18.7148,446,109,澎湖縣西嶼鄉,8353
13.7824,390,109,澎湖縣望安鄉,5371
6.9868,556,109,澎湖縣七美鄉,3885
10.2118,5016,109,基隆市中正區,51224
56.2659,953,109,基隆市七堵區,53615
22.8283,1689,109,基隆市暖暖區,38548
4.2335,10107,109,基隆市仁愛區,42787
10.5238,4415,109,基隆市中山區,46459
18.025,4537,109,基隆市安樂區,81776
10.6706,4983,109,基隆市信義區,53168
33.5768,6554,109,新竹市東區,220056
15.7267,9704,109,新竹市北區,152612
54.8491,1436,109,新竹市香山區,78744
30.1556,3970,109,嘉義市東區,119715
29.87,4898,109,嘉義市西區,146290
21.713,1980,109,金門縣金城鎮,43000
41.696,729,109,金門縣金湖鎮,30400
41.19,503,109,金門縣金沙鎮,20732
29.854,1108,109,金門縣金寧鄉,33070
16.003,796,109,金門縣烈嶼鄉,12733
1.2,552,109,金門縣烏坵鄉,662
10.4,734,109,連江縣南竿鄉,7638
9.9,274,109,連江縣北竿鄉,2717
4.7,317,109,連江縣莒光鄉,1489
3.8,378,109,連江縣東引鄉,1435
23.1373,23888,110,新北市板橋區,552713
16.317,23395,110,新北市三重區,381731
20.144,20162,110,新北市中和區,406140
5.7138,37622,110,新北市永和區,214967
19.7383,21348,110,新北市新莊區,421381
120.2255,2493,110,新北市新店區,299696
33.1288,5491,110,新北市樹林區,181903
21.1248,4172,110,新北市鶯歌區,88131
191.4508,606,110,新北市三峽區,116019
70.6565,2621,110,新北市淡水區,185197
71.2354,2892,110,新北市汐止區,205990
70.7336,544,110,新北市瑞芳區,38449
29.5578,8035,110,新北市土城區,237484
7.4351,27100,110,新北市蘆洲區,201489
34.8632,2595,110,新北市五股區,90465
19.1603,4042,110,新北市泰山區,77451
54.1519,2301,110,新北市林口區,124628
20.5787,1149,110,新北市深坑區,23646
144.3498,52,110,新北市石碇區,7487
170.835,39,110,新北市坪林區,6619
65.9909,339,110,新北市三芝區,22357
51.2645,218,110,新北市石門區,11193
39.4933,1017,110,新北市八里區,40178
71.3382,61,110,新北市平溪區,4333
146.2484,56,110,新北市雙溪區,8235
99.9734,115,110,新北市貢寮區,11534
49.2132,424,110,新北市金山區,20844
63.3766,339,110,新北市萬里區,21462
321.1306,20,110,新北市烏來區,6391
9.2878,20822,110,臺北市松山區,193388
11.2077,18514,110,臺北市信義區,207500
11.3614,25649,110,臺北市大安區,291410
13.6821,15755,110,臺北市中山區,215567
7.6071,19803,110,臺北市中正區,150644
5.6815,21257,110,臺北市大同區,120772
8.8522,19952,110,臺北市萬華區,176617
31.509,8302,110,臺北市文山區,261576
21.8424,5301,110,臺北市南港區,115780
31.5787,8762,110,臺北市內湖區,276707
62.3682,4324,110,臺北市士林區,269682
56.8216,4307,110,臺北市北投區,244750
34.8046,13184,110,桃園市桃園區,458847
76.52,5522,110,桃園市中壢區,422529
105.1206,902,110,桃園市大溪區,94870
89.1229,1983,110,桃園市楊梅區,176757
75.5025,2204,110,桃園市蘆竹區,166394
87.3925,1055,110,桃園市大園區,92172
72.0177,2316,110,桃園市龜山區,166767
33.7111,6219,110,桃園市八德區,209665
75.2341,1654,110,桃園市龍潭區,124442
47.7532,4779,110,桃園市平鎮區,228203
85.0166,577,110,桃園市新屋區,49094
87.9807,796,110,桃園市觀音區,69995
350.7775,36,110,桃園市復興區,12656
0.8803,20094,110,臺中市中區,17689
9.2855,8140,110,臺中市東區,75588
6.8101,18503,110,臺中市南區,126008
5.7042,19764,110,臺中市西區,112740
6.9376,20744,110,臺中市北區,143917
39.8467,5794,110,臺中市西屯區,230888
31.2578,5656,110,臺中市南屯區,176782
62.7034,4635,110,臺中市北屯區,290653
41.1845,4000,110,臺中市豐原區,164726
117.4065,412,110,臺中市東勢區,48333
58.5192,1290,110,臺中市大甲區,75516
64.1709,1377,110,臺中市清水區,88366
40.4604,2374,110,臺中市沙鹿區,96039
16.6049,3584,110,臺中市梧棲區,59517
58.9439,915,110,臺中市后里區,53961
35.0445,1850,110,臺中市神岡區,64841
25.8497,4227,110,臺中市潭子區,109270
32.4109,2947,110,臺中市大雅區,95521
68.8874,343,110,臺中市新社區,23650
18.2105,792,110,臺中市石岡區,14419
42.4099,744,110,臺中市外埔區,31564
27.4045,675,110,臺中市大安區,18485
43.4032,1780,110,臺中市烏日區,77245
37.0024,1526,110,臺中市大肚區,56458
38.0377,2050,110,臺中市龍井區,77976
98.0779,659,110,臺中市霧峰區,64602
120.7473,1620,110,臺中市太平區,195613
28.8758,7351,110,臺中市大里區,212253
1037.8192,10,110,臺中市和平區,10870
38.5386,1959,110,臺南市新營區,75506
52.2455,474,110,臺南市鹽水區,24777
126.4046,211,110,臺南市白河區,26693
61.2929,336,110,臺南市柳營區,20618
72.2189,309,110,臺南市後壁區,22322
124.9178,158,110,臺南市東山區,19788
53.9744,804,110,臺南市麻豆區,43373
33.5291,688,110,臺南市下營區,23062
67.5471,318,110,臺南市六甲區,21488
70.7953,297,110,臺南市官田區,21035
70.3125,129,110,臺南市大內區,9048
38.9422,1502,110,臺南市佳里區,58482
53.9919,463,110,臺南市學甲區,24981
33.7666,725,110,臺南市西港區,24495
110.1492,198,110,臺南市七股區,21757
41.9796,449,110,臺南市將軍區,18843
44.1003,236,110,臺南市北門區,10397
62.0579,690,110,臺南市新化區,42809
55.3097,927,110,臺南市善化區,51265
47.8096,785,110,臺南市新市區,37546
31.27,963,110,臺南市安定區,30105
27.878,251,110,臺南市山上區,6996
76.3662,175,110,臺南市玉井區,13342
109.6316,82,110,臺南市楠西區,9031
171.5198,48,110,臺南市南化區,8264
74.9025,59,110,臺南市左鎮區,4428
50.7664,1507,110,臺南市仁德區,76497
55.7913,1219,110,臺南市歸仁區,68001
53.6413,631,110,臺南市關廟區,33860
64.0814,57,110,臺南市龍崎區,3668
40.2753,5826,110,臺南市永康區,234624
13.4156,13603,110,臺南市東區,182489
27.2681,4487,110,臺南市南區,122345
10.434,12259,110,臺南市北區,127913
107.2016,1838,110,臺南市安南區,197061
11.0663,6095,110,臺南市安平區,67446
6.26,12413,110,臺南市中西區,77704
1.4161,16180,110,高雄市鹽埕區,22912
14.7523,9518,110,高雄市鼓山區,140410
19.3823,10129,110,高雄市左營區,196314
25.8276,7362,110,高雄市楠梓區,190149
19.7866,16831,110,高雄市三民區,333038
1.9764,24986,110,高雄市新興區,49383
1.8573,14223,110,高雄市前金區,26416
8.1522,20187,110,高雄市苓雅區,164572
19.1207,9561,110,高雄市前鎮區,182805
1.4639,18583,110,高雄市旗津區,27204
45.4426,3434,110,高雄市小港區,156035
26.759,13377,110,高雄市鳳山區,357946
32.286,2134,110,高雄市林園區,68893
71.04,1576,110,高雄市大寮區,111933
66.9811,616,110,高雄市大樹區,41257
26.5848,1281,110,高雄市大社區,34050
36.0808,2594,110,高雄市仁武區,93581
24.5927,1805,110,高雄市鳥松區,44393
47.9421,2001,110,高雄市岡山區,95922
25.9379,1546,110,高雄市橋頭區,40094
65.395,447,110,高雄市燕巢區,29244
92.6802,73,110,高雄市田寮區,6788
34.6164,809,110,高雄市阿蓮區,28011
48.4348,1057,110,高雄市路竹區,51217
20.1615,1471,110,高雄市湖內區,29648
15.7624,1891,110,高雄市茄萣區,29812
22.6141,602,110,高雄市永安區,13618
14.7772,1261,110,高雄市彌陀區,18627
11.5967,3028,110,高雄市梓官區,35117
94.6122,372,110,高雄市旗山區,35162
120.0316,316,110,高雄市美濃區,37949
194.1584,63,110,高雄市六龜區,12135
124.034,47,110,高雄市甲仙區,5788
104.0036,109,110,高雄市杉林區,11288
95.6224,144,110,高雄市內門區,13770
194,10,110,高雄市茂林區,1874
928.98,5,110,高雄市桃源區,4193
252.9895,12,110,高雄市那瑪夏區,3143
29.408,3226,110,宜蘭縣宜蘭市,94869
11.3448,6235,110,宜蘭縣羅東鎮,70732
89.0196,430,110,宜蘭縣蘇澳鎮,38272
100.893,283,110,宜蘭縣頭城鎮,28544
101.4278,346,110,宜蘭縣礁溪鄉,35057
38.4769,634,110,宜蘭縣壯圍鄉,24391
111.9106,286,110,宜蘭縣員山鄉,32056
79.8573,663,110,宜蘭縣冬山鄉,52928
38.8671,1043,110,宜蘭縣五結鄉,40539
144.2238,147,110,宜蘭縣三星鄉,21206
657.5442,9,110,宜蘭縣大同鄉,6088
740.652,8,110,宜蘭縣南澳鄉,6010
46.8341,4403,110,新竹縣竹北市,206189
125.5193,218,110,新竹縣關西鎮,27377
72.1911,457,110,新竹縣新埔鎮,32975
53.5133,1805,110,新竹縣竹東鎮,96590
58.4303,1362,110,新竹縣湖口鄉,79602
66.3502,186,110,新竹縣橫山鄉,12343
46.3496,1249,110,新竹縣新豐鄉,57908
40.7858,489,110,新竹縣芎林鄉,19936
64.7871,224,110,新竹縣寶山鄉,14504
50.6676,174,110,新竹縣北埔鄉,8797
46.801,113,110,新竹縣峨眉鄉,5309
527.5795,18,110,新竹縣尖石鄉,9577
227.728,20,110,新竹縣五峰鄉,4473
37.8878,2295,110,苗栗縣苗栗市,86939
53.3205,1971,110,苗栗縣頭份市,105084
68.2473,648,110,苗栗縣苑裡鎮,44256
107.8486,301,110,苗栗縣通霄鎮,32441
37.5592,2326,110,苗栗縣竹南鎮,87365
75.8079,458,110,苗栗縣後龍鎮,34694
76.3153,208,110,苗栗縣卓蘭鎮,15866
90.8396,149,110,苗栗縣大湖鄉,13530
71.4523,446,110,苗栗縣公館鄉,31867
78.3805,215,110,苗栗縣銅鑼鄉,16871
165.4938,56,110,苗栗縣南庄鄉,9328
52.5046,191,110,苗栗縣頭屋鄉,10026
69.3424,222,110,苗栗縣三義鄉,15388
41.0758,160,110,苗栗縣西湖鄉,6558
47.9978,249,110,苗栗縣造橋鄉,11956
52.2964,119,110,苗栗縣三灣鄉,6201
79.4324,52,110,苗栗縣獅潭鄉,4117
614.5127,9,110,苗栗縣泰安鄉,5691
65.6947,3478,110,彰化縣彰化市,228470
40.038,3066,110,彰化縣員林市,122757
39.4625,2175,110,彰化縣鹿港鎮,85837
39.9345,2243,110,彰化縣和美鎮,89558
19.2547,1730,110,彰化縣北斗鎮,33303
32.0592,1695,110,彰化縣溪湖鎮,54340
34.6056,1159,110,彰化縣田中鎮,40123
92.8478,529,110,彰化縣二林鎮,49082
18.0856,912,110,彰化縣線西鄉,16486
22.3268,1695,110,彰化縣伸港鄉,37838
49.8934,921,110,彰化縣福興鄉,45956
29.3447,1317,110,彰化縣秀水鄉,38633
36.3469,1232,110,彰化縣花壇鄉,44795
38.0204,600,110,彰化縣芬園鄉,22827
30.7837,1294,110,彰化縣大村鄉,39835
38.6081,821,110,彰化縣埔鹽鄉,31682
20.9526,1624,110,彰化縣埔心鄉,34037
20.6382,1738,110,彰化縣永靖鄉,35879
36.1449,1163,110,彰化縣社頭鄉,42026
29.4449,488,110,彰化縣二水鄉,14377
24.0375,1099,110,彰化縣田尾鄉,26407
42.7508,695,110,彰化縣埤頭鄉,29706
91.3827,351,110,彰化縣芳苑鄉,32110
63.7406,247,110,彰化縣大城鄉,15733
42.1662,346,110,彰化縣竹塘鄉,14584
75.831,382,110,彰化縣溪州鄉,28949
71.6021,1372,110,南投縣南投市,98244
162.2227,481,110,南投縣埔里鎮,78107
104.0327,932,110,南投縣草屯鎮,96923
247.3339,213,110,南投縣竹山鎮,52629
49.7268,206,110,南投縣集集鎮,10227
83.0955,444,110,南投縣名間鄉,36925
141.8981,119,110,南投縣鹿谷鄉,16850
146.6541,96,110,南投縣中寮鄉,14013
121.3735,125,110,南投縣魚池鄉,15162
175.7042,100,110,南投縣國姓鄉,17557
106.8424,156,110,南投縣水里鄉,16665
1422.4188,11,110,南投縣信義鄉,15785
1273.5312,12,110,南投縣仁愛鄉,15810
93.7151,1153,110,雲林縣斗六市,108100
48.1505,905,110,雲林縣斗南鎮,43584
68.742,1028,110,雲林縣虎尾鎮,70648
49.7985,904,110,雲林縣西螺鎮,45029
49.0212,570,110,雲林縣土庫鎮,27938
41.4999,926,110,雲林縣北港鎮,38437
166.6059,183,110,雲林縣古坑鄉,30438
44.9973,410,110,雲林縣大埤鄉,18451
50.8502,550,110,雲林縣莿桐鄉,27970
37.6035,456,110,雲林縣林內鄉,17131
59.5625,431,110,雲林縣二崙鄉,25660
58.484,403,110,雲林縣崙背鄉,23584
80.1668,607,110,雲林縣麥寮鄉,48695
48.3562,286,110,雲林縣東勢鄉,13849
37.0552,331,110,雲林縣褒忠鄉,12279
54.0983,417,110,雲林縣臺西鄉,22558
71.5872,338,110,雲林縣元長鄉,24177
77.1189,284,110,雲林縣四湖鄉,21891
80.4612,323,110,雲林縣口湖鄉,25976
72.9582,325,110,雲林縣水林鄉,23737
66.8964,577,110,嘉義縣太保市,38571
49.5737,832,110,嘉義縣朴子市,41256
61.7307,413,110,嘉義縣布袋鎮,25521
64.1663,469,110,嘉義縣大林鎮,30068
85.4969,827,110,嘉義縣民雄鄉,70675
33.0463,416,110,嘉義縣溪口鄉,13761
66.0495,465,110,嘉義縣新港鄉,30705
62.2619,350,110,嘉義縣六腳鄉,21774
81.5821,288,110,嘉義縣東石鄉,23464
79.2925,217,110,嘉義縣義竹鄉,17232
54.3151,270,110,嘉義縣鹿草鄉,14658
69.1198,702,110,嘉義縣水上鄉,48529
