statistic_yyy,site_id,people_total
110,高雄市鹽埕區,22912
110,高雄市鼓山區,140410
110,高雄市左營區,196314
110,高雄市楠梓區,190149
110,高雄市三民區,333038
110,高雄市新興區,49383
110,高雄市前金區,26416
110,高雄市苓雅區,164572
110,高雄市前鎮區,182805
110,高雄市旗津區,27204
110,高雄市小港區,156035
110,高雄市鳳山區,357946
110,高雄市林園區,68893
110,高雄市大寮區,111933
110,高雄市大樹區,41257
110,高雄市大社區,34050
110,高雄市仁武區,93581
110,高雄市鳥松區,44393
110,高雄市岡山區,95922
110,高雄市橋頭區,40094
110,高雄市燕巢區,29244
110,高雄市田寮區,6788
110,高雄市阿蓮區,28011
110,高雄市路竹區,51217
110,高雄市湖內區,29648
110,高雄市茄萣區,29812
110,高雄市永安區,13618
110,高雄市彌陀區,18627
110,高雄市梓官區,35117
110,高雄市旗山區,35162
110,高雄市美濃區,37949
110,高雄市六龜區,12135
110,高雄市甲仙區,5788
110,高雄市杉林區,11288
110,高雄市內門區,13770
110,高雄市茂林區,1874
110,高雄市桃源區,4193
110,高雄市那瑪夏區,3143
110,宜蘭縣宜蘭市,94869
110,宜蘭縣羅東鎮,70732
110,宜蘭縣蘇澳鎮,38272
110,宜蘭縣頭城鎮,28544
110,宜蘭縣礁溪鄉,35057
110,宜蘭縣壯圍鄉,24391
110,宜蘭縣員山鄉,32056
110,宜蘭縣冬山鄉,52928
110,宜蘭縣五結鄉,40539
110,宜蘭縣三星鄉,21206
110,宜蘭縣大同鄉,6088
110,宜蘭縣南澳鄉,6010
110,新竹縣竹北市,206189
110,新竹縣關西鎮,27377
110,新竹縣新埔鎮,32975
110,新竹縣竹東鎮,96590
110,新竹縣湖口鄉,79602
110,新竹縣橫山鄉,12343
110,新竹縣新豐鄉,57908
110,新竹縣芎林鄉,19936
110,新竹縣寶山鄉,14504
110,新竹縣北埔鄉,8797
110,新竹縣峨眉鄉,5309
110,新竹縣尖石鄉,9577
110,新竹縣五峰鄉,4473
110,苗栗縣苗栗市,86939
110,苗栗縣頭份市,105084
110,苗栗縣苑裡鎮,44256
110,苗栗縣通霄鎮,32441
110,苗栗縣竹南鎮,87365
110,苗栗縣後龍鎮,34694
110,苗栗縣卓蘭鎮,15866
110,苗栗縣大湖鄉,13530
110,苗栗縣公館鄉,31867
110,苗栗縣銅鑼鄉,16871
110,苗栗縣南庄鄉,9328
110,苗栗縣頭屋鄉,10026
110,苗栗縣三義鄉,15388
110,苗栗縣西湖鄉,6558
110,苗栗縣造橋鄉,11956
110,苗栗縣三灣鄉,6201
110,苗栗縣獅潭鄉,4117
110,苗栗縣泰安鄉,5691
110,彰化縣彰化市,228470
110,彰化縣員林市,122757
110,彰化縣鹿港鎮,85837
110,彰化縣和美鎮,89558
110,彰化縣北斗鎮,33303
110,彰化縣溪湖鎮,54340
110,彰化縣田中鎮,40123
110,彰化縣二林鎮,49082
110,彰化縣線西鄉,16486
110,彰化縣伸港鄉,37838
110,彰化縣福興鄉,45956
110,彰化縣秀水鄉,38633
110,彰化縣花壇鄉,44795
110,彰化縣芬園鄉,22827
110,彰化縣大村鄉,39835
110,彰化縣埔鹽鄉,31682
110,彰化縣埔心鄉,34037
110,彰化縣永靖鄉,35879
110,彰化縣社頭鄉,42026
110,彰化縣二水鄉,14377
110,彰化縣田尾鄉,26407
110,彰化縣埤頭鄉,29706
110,彰化縣芳苑鄉,32110
110,彰化縣大城鄉,15733
110,彰化縣竹塘鄉,14584
110,彰化縣溪州鄉,28949
110,南投縣南投市,98244
110,南投縣埔里鎮,78107
110,南投縣草屯鎮,96923
110,南投縣竹山鎮,52629
110,南投縣集集鎮,10227
110,南投縣名間鄉,36925
110,南投縣鹿谷鄉,16850
110,南投縣中寮鄉,14013
110,南投縣魚池鄉,15162
110,南投縣國姓鄉,17557
110,南投縣水里鄉,16665
110,南投縣信義鄉,15785
110,南投縣仁愛鄉,15810
110,雲林縣斗六市,108100
110,雲林縣斗南鎮,43584
110,雲林縣虎尾鎮,70648
110,雲林縣西螺鎮,45029
110,雲林縣土庫鎮,27938
110,雲林縣北港鎮,38437
110,雲林縣古坑鄉,30438
110,雲林縣大埤鄉,18451
110,雲林縣莿桐鄉,27970
110,雲林縣林內鄉,17131
110,雲林縣二崙鄉,25660
110,雲林縣崙背鄉,23584
110,雲林縣麥寮鄉,48695
110,雲林縣東勢鄉,13849
110,雲林縣褒忠鄉,12279
110,雲林縣臺西鄉,22558
110,雲林縣元長鄉,24177
110,雲林縣四湖鄉,21891
110,雲林縣口湖鄉,25976
110,雲林縣水林鄉,23737
110,嘉義縣太保市,38571
110,嘉義縣朴子市,41256
110,嘉義縣布袋鎮,25521
110,嘉義縣大林鎮,30068
110,嘉義縣民雄鄉,70675
110,嘉義縣溪口鄉,13761
110,嘉義縣新港鄉,30705
110,嘉義縣六腳鄉,21774
110,嘉義縣東石鄉,23464
110,嘉義縣義竹鄉,17232
110,嘉義縣鹿草鄉,14658
110,嘉義縣水上鄉,48529
110,嘉義縣中埔鄉,43602
110,嘉義縣竹崎鄉,34190
110,嘉義縣梅山鄉,18324
110,嘉義縣番路鄉,11033
110,嘉義縣大埔鄉,4533
110,嘉義縣阿里山鄉,5420
110,屏東縣屏東市,195862
110,屏東縣潮州鎮,53546
110,屏東縣東港鎮,46268
110,屏東縣恆春鎮,30089
110,屏東縣萬丹鄉,49696
110,屏東縣長治鄉,29337
110,屏東縣麟洛鄉,10629
110,屏東縣九如鄉,21734
110,屏東縣里港鄉,25696
110,屏東縣鹽埔鄉,24586
110,屏東縣高樹鄉,23439
110,屏東縣萬巒鄉,19915
110,屏東縣內埔鄉,52544
110,屏東縣竹田鄉,16318
110,屏東縣新埤鄉,9451
110,屏東縣枋寮鄉,23246
110,屏東縣新園鄉,33447
110,屏東縣崁頂鄉,15272
110,屏東縣林邊鄉,17023
110,屏東縣南州鄉,10133
110,屏東縣佳冬鄉,18321
110,屏東縣琉球鄉,12104
110,屏東縣車城鄉,8181
110,屏東縣滿州鄉,7353
110,屏東縣枋山鄉,5150
110,屏東縣三地門鄉,7711
110,屏東縣霧臺鄉,3259
110,屏東縣瑪家鄉,6706
110,屏東縣泰武鄉,5360
110,屏東縣來義鄉,7397
110,屏東縣春日鄉,4930
110,屏東縣獅子鄉,4888
110,屏東縣牡丹鄉,4849
110,臺東縣臺東市,103943
110,臺東縣成功鎮,13330
110,臺東縣關山鎮,8274
110,臺東縣卑南鄉,16833
110,臺東縣大武鄉,5635
110,臺東縣太麻里鄉,10819
110,臺東縣東河鄉,8106
110,臺東縣長濱鄉,6791
110,臺東縣鹿野鄉,7482
110,臺東縣池上鄉,7976
110,臺東縣綠島鄉,4124
110,臺東縣延平鄉,3591
110,臺東縣海端鄉,4151
110,臺東縣達仁鄉,3437
110,臺東縣金峰鄉,3663
110,臺東縣蘭嶼鄉,5231
110,花蓮縣花蓮市,100955
110,花蓮縣鳳林鎮,10679
110,花蓮縣玉里鎮,22878
110,花蓮縣新城鄉,20252
110,花蓮縣吉安鄉,83122
110,花蓮縣壽豐鄉,17351
110,花蓮縣光復鄉,12185
110,花蓮縣豐濱鄉,4327
110,花蓮縣瑞穗鄉,11123
110,花蓮縣富里鄉,9812
110,花蓮縣秀林鄉,16555
110,花蓮縣萬榮鄉,6152
110,花蓮縣卓溪鄉,5967
110,澎湖縣馬公市,63289
110,澎湖縣湖西鄉,15447
110,澎湖縣白沙鄉,9989
110,澎湖縣西嶼鄉,8338
110,澎湖縣望安鄉,5415
110,澎湖縣七美鄉,3862
110,基隆市中正區,50654
110,基隆市七堵區,53276
110,基隆市暖暖區,38398
110,基隆市仁愛區,41842
110,基隆市中山區,45755
110,基隆市安樂區,81001
110,基隆市信義區,53051
110,新竹市東區,221651
110,新竹市北區,152348
110,新竹市香山區,78641
110,嘉義市東區,118956
110,嘉義市西區,145771
110,金門縣金城鎮,42845
110,金門縣金湖鎮,30593
110,金門縣金沙鎮,20785
110,金門縣金寧鄉,33901
110,金門縣烈嶼鄉,12743
110,金門縣烏坵鄉,672
110,連江縣南竿鄉,7657
110,連江縣北竿鄉,2998
110,連江縣莒光鄉,1496
110,連江縣東引鄉,1494
111,新北市板橋區,549572
111,新北市三重區,379825
111,新北市中和區,403109
111,新北市永和區,212170
111,新北市新莊區,419966
111,新北市新店區,298594
111,新北市樹林區,180067
111,新北市鶯歌區,88406
111,新北市三峽區,115274
111,新北市淡水區,187823
111,新北市汐止區,206265
111,新北市瑞芳區,37695
111,新北市土城區,237538
111,新北市蘆洲區,199811
111,新北市五股區,91436
111,新北市泰山區,76982
111,新北市林口區,127887
111,新北市深坑區,23528
111,新北市石碇區,7292
111,新北市坪林區,6553
111,新北市三芝區,22228
111,新北市石門區,10961
111,新北市八里區,40902
111,新北市平溪區,4268
111,新北市雙溪區,8102
111,新北市貢寮區,11260
111,新北市金山區,20577
111,新北市萬里區,21101
111,新北市烏來區,6359
111,臺北市松山區,189939
111,臺北市信義區,203780
111,臺北市大安區,284557
111,臺北市中山區,212669
111,臺北市中正區,148103
111,臺北市大同區,118833
111,臺北市萬華區,173040
111,臺北市文山區,257558
111,臺北市南港區,113798
111,臺北市內湖區,272963
111,臺北市士林區,264716
111,臺北市北投區,240725
111,桃園市桃園區,462338
111,桃園市中壢區,423722
111,桃園市大溪區,94313
111,桃園市楊梅區,177602
111,桃園市蘆竹區,167205
111,桃園市大園區,85991
111,桃園市龜山區,172274
111,桃園市八德區,209952
111,桃園市龍潭區,124973
111,桃園市平鎮區,227810
111,桃園市新屋區,49205
111,桃園市觀音區,73026
111,桃園市復興區,13053
111,臺中市中區,17635
111,臺中市東區,75554
111,臺中市南區,125466
111,臺中市西區,112278
111,臺中市北區,142778
111,臺中市西屯區,231866
111,臺中市南屯區,177930
111,臺中市北屯區,295677
111,臺中市豐原區,163476
111,臺中市東勢區,47817
111,臺中市大甲區,74737
111,臺中市清水區,88947
111,臺中市沙鹿區,97002
111,臺中市梧棲區,59848
111,臺中市后里區,53667
111,臺中市神岡區,64308
111,臺中市潭子區,108639
111,臺中市大雅區,95275
111,臺中市新社區,23283
111,臺中市石岡區,14154
111,臺中市外埔區,31264
111,臺中市大安區,18230
111,臺中市烏日區,78122
111,臺中市大肚區,56129
111,臺中市龍井區,77887
111,臺中市霧峰區,64091
111,臺中市太平區,196011
111,臺中市大里區,211469
111,臺中市和平區,10919
111,臺南市新營區,74908
111,臺南市鹽水區,24452
111,臺南市白河區,26203
111,臺南市柳營區,20407
111,臺南市後壁區,21891
111,臺南市東山區,19366
111,臺南市麻豆區,42933
111,臺南市下營區,22635
111,臺南市六甲區,21342
111,臺南市官田區,20849
111,臺南市大內區,8847
111,臺南市佳里區,58063
111,臺南市學甲區,24749
111,臺南市西港區,24713
111,臺南市七股區,21439
111,臺南市將軍區,18618
111,臺南市北門區,10183
111,臺南市新化區,42467
111,臺南市善化區,51842
111,臺南市新市區,37482
111,臺南市安定區,29904
111,臺南市山上區,6976
111,臺南市玉井區,13118
111,臺南市楠西區,8870
111,臺南市南化區,8114
111,臺南市左鎮區,4366
111,臺南市仁德區,76896
111,臺南市歸仁區,68044
111,臺南市關廟區,33424
111,臺南市龍崎區,3601
111,臺南市永康區,234130
111,臺南市東區,180511
111,臺南市南區,121035
111,臺南市北區,126068
111,臺南市安南區,199118
111,臺南市安平區,68025
111,臺南市中西區,77408
111,高雄市鹽埕區,22481
111,高雄市鼓山區,139590
111,高雄市左營區,195296
111,高雄市楠梓區,191313
111,高雄市三民區,330419
111,高雄市新興區,49068
111,高雄市前金區,26633
111,高雄市苓雅區,162642
111,高雄市前鎮區,180282
111,高雄市旗津區,26671
111,高雄市小港區,154808
111,高雄市鳳山區,356016
111,高雄市林園區,68429
111,高雄市大寮區,111514
111,高雄市大樹區,40732
111,高雄市大社區,33670
111,高雄市仁武區,95089
111,高雄市鳥松區,44168
111,高雄市岡山區,95349
111,高雄市橋頭區,40470
111,高雄市燕巢區,28963
111,高雄市田寮區,6655
111,高雄市阿蓮區,27656
111,高雄市路竹區,50602
111,高雄市湖內區,29540
111,高雄市茄萣區,29480
111,高雄市永安區,13776
111,高雄市彌陀區,18468
111,高雄市梓官區,34845
111,高雄市旗山區,34622
111,高雄市美濃區,37317
111,高雄市六龜區,11920
111,高雄市甲仙區,5661
111,高雄市杉林區,11094
111,高雄市內門區,13499
111,高雄市茂林區,1940
111,高雄市桃源區,4258
111,高雄市那瑪夏區,3201
111,宜蘭縣宜蘭市,94679
111,宜蘭縣羅東鎮,70012
111,宜蘭縣蘇澳鎮,37867
111,宜蘭縣頭城鎮,28453
111,宜蘭縣礁溪鄉,34800
111,宜蘭縣壯圍鄉,24417
111,宜蘭縣員山鄉,31918
111,宜蘭縣冬山鄉,52761
111,宜蘭縣五結鄉,40662
111,宜蘭縣三星鄉,21235
111,宜蘭縣大同鄉,6139
111,宜蘭縣南澳鄉,6119
111,新竹縣竹北市,209221
111,新竹縣關西鎮,27099
111,新竹縣新埔鎮,33055
111,新竹縣竹東鎮,96375
111,新竹縣湖口鄉,81232
111,新竹縣橫山鄉,12212
111,新竹縣新豐鄉,58651
111,新竹縣芎林鄉,20159
111,新竹縣寶山鄉,14391
111,新竹縣北埔鄉,8672
111,新竹縣峨眉鄉,5319
111,新竹縣尖石鄉,9574
111,新竹縣五峰鄉,4543
111,苗栗縣苗栗市,86112
111,苗栗縣頭份市,105354
111,苗栗縣苑裡鎮,43927
111,苗栗縣通霄鎮,31835
111,苗栗縣竹南鎮,88364
111,苗栗縣後龍鎮,34358
111,苗栗縣卓蘭鎮,15514
111,苗栗縣大湖鄉,13219
111,苗栗縣公館鄉,31445
111,苗栗縣銅鑼鄉,16682
111,苗栗縣南庄鄉,9046
111,苗栗縣頭屋鄉,9948
111,苗栗縣三義鄉,15151
111,苗栗縣西湖鄉,6440
111,苗栗縣造橋鄉,11706
111,苗栗縣三灣鄉,6143
111,苗栗縣獅潭鄉,4149
111,苗栗縣泰安鄉,5739
111,彰化縣彰化市,226519
111,彰化縣員林市,122367
111,彰化縣鹿港鎮,85370
111,彰化縣和美鎮,88666
111,彰化縣北斗鎮,33259
111,彰化縣溪湖鎮,54056
111,彰化縣田中鎮,39693
111,彰化縣二林鎮,48390
111,彰化縣線西鄉,16303
111,彰化縣伸港鄉,37948
111,彰化縣福興鄉,45445
111,彰化縣秀水鄉,38258
111,彰化縣花壇鄉,44296
111,彰化縣芬園鄉,22456
111,彰化縣大村鄉,40392
111,彰化縣埔鹽鄉,31349
111,彰化縣埔心鄉,33813
111,彰化縣永靖鄉,35464
111,彰化縣社頭鄉,41606
111,彰化縣二水鄉,14168
111,彰化縣田尾鄉,26069
111,彰化縣埤頭鄉,29293
111,彰化縣芳苑鄉,31614
111,彰化縣大城鄉,15455
111,彰化縣竹塘鄉,14370
111,彰化縣溪州鄉,28620
111,南投縣南投市,97361
111,南投縣埔里鎮,77244
111,南投縣草屯鎮,96646
111,南投縣竹山鎮,51863
111,南投縣集集鎮,10068
111,南投縣名間鄉,36234
111,南投縣鹿谷鄉,16477
111,南投縣中寮鄉,13841
111,南投縣魚池鄉,14892
111,南投縣國姓鄉,17256
111,南投縣水里鄉,16387
111,南投縣信義鄉,15594
111,南投縣仁愛鄉,15732
111,雲林縣斗六市,107791
111,雲林縣斗南鎮,43355
111,雲林縣虎尾鎮,70305
111,雲林縣西螺鎮,44578
111,雲林縣土庫鎮,27650
111,雲林縣北港鎮,37849
111,雲林縣古坑鄉,30138
111,雲林縣大埤鄉,18231
111,雲林縣莿桐鄉,27554
111,雲林縣林內鄉,16930
111,雲林縣二崙鄉,25220
111,雲林縣崙背鄉,23098
111,雲林縣麥寮鄉,49354
111,雲林縣東勢鄉,13642
111,雲林縣褒忠鄉,12143
111,雲林縣臺西鄉,22151
111,雲林縣元長鄉,23713
111,雲林縣四湖鄉,21582
111,雲林縣口湖鄉,25566
111,雲林縣水林鄉,23242
111,嘉義縣太保市,38919
111,嘉義縣朴子市,40882
111,嘉義縣布袋鎮,25056
111,嘉義縣大林鎮,29744
111,嘉義縣民雄鄉,70298
111,嘉義縣溪口鄉,13463
111,嘉義縣新港鄉,30302
111,嘉義縣六腳鄉,21331
111,嘉義縣東石鄉,23144
111,嘉義縣義竹鄉,16994
111,嘉義縣鹿草鄉,14426
111,嘉義縣水上鄉,47912
111,嘉義縣中埔鄉,43048
111,嘉義縣竹崎鄉,33792
111,嘉義縣梅山鄉,18052
111,嘉義縣番路鄉,10938
111,嘉義縣大埔鄉,4476
111,嘉義縣阿里山鄉,5381
111,屏東縣屏東市,193941
111,屏東縣潮州鎮,53124
111,屏東縣東港鎮,45908
111,屏東縣恆春鎮,29899
111,屏東縣萬丹鄉,49457
111,屏東縣長治鄉,29126
111,屏東縣麟洛鄉,10592
111,屏東縣九如鄉,21645
111,屏東縣里港鄉,25685
111,屏東縣鹽埔鄉,24266
111,屏東縣高樹鄉,23182
111,屏東縣萬巒鄉,19478
111,屏東縣內埔鄉,52258
111,屏東縣竹田鄉,16073
111,屏東縣新埤鄉,9623
111,屏東縣枋寮鄉,22969
111,屏東縣新園鄉,33091
111,屏東縣崁頂鄉,15168
111,屏東縣林邊鄉,16762
111,屏東縣南州鄉,10049
111,屏東縣佳冬鄉,18095
111,屏東縣琉球鄉,12216
111,屏東縣車城鄉,8194
111,屏東縣滿州鄉,7454
111,屏東縣枋山鄉,5128
111,屏東縣三地門鄉,7793
111,屏東縣霧臺鄉,3324
111,屏東縣瑪家鄉,6796
111,屏東縣泰武鄉,5338
111,屏東縣來義鄉,7423
111,屏東縣春日鄉,4889
111,屏東縣獅子鄉,4891
111,屏東縣牡丹鄉,4866
111,臺東縣臺東市,103252
111,臺東縣成功鎮,13212
111,臺東縣關山鎮,8165
111,臺東縣卑南鄉,16846
111,臺東縣大武鄉,5635
111,臺東縣太麻里鄉,10744
111,臺東縣東河鄉,8060
111,臺東縣長濱鄉,6733
111,臺東縣鹿野鄉,7314
111,臺東縣池上鄉,7995
111,臺東縣綠島鄉,4285
111,臺東縣延平鄉,3630
111,臺東縣海端鄉,4222
111,臺東縣達仁鄉,3482
111,臺東縣金峰鄉,3713
111,臺東縣蘭嶼鄉,5263
111,花蓮縣花蓮市,99558
111,花蓮縣鳳林鎮,10536
111,花蓮縣玉里鎮,22408
111,花蓮縣新城鄉,20256
111,花蓮縣吉安鄉,82795
111,花蓮縣壽豐鄉,17133
111,花蓮縣光復鄉,12015
111,花蓮縣豐濱鄉,4315
111,花蓮縣瑞穗鄉,10968
111,花蓮縣富里鄉,9689
111,花蓮縣秀林鄉,16992
111,花蓮縣萬榮鄉,6175
111,花蓮縣卓溪鄉,6052
111,澎湖縣馬公市,63657
111,澎湖縣湖西鄉,15820
111,澎湖縣白沙鄉,10047
111,澎湖縣西嶼鄉,8341
111,澎湖縣望安鄉,5448
111,澎湖縣七美鄉,3910
111,基隆市中正區,50574
111,基隆市七堵區,53003
111,基隆市暖暖區,38320
111,基隆市仁愛區,41328
111,基隆市中山區,45038
111,基隆市安樂區,80297
111,基隆市信義區,52966
111,新竹市東區,221657
111,新竹市北區,152118
111,新竹市香山區,78698
111,嘉義市東區,117826
111,嘉義市西區,145098
111,金門縣金城鎮,42342
111,金門縣金湖鎮,30636
111,金門縣金沙鎮,20673
111,金門縣金寧鄉,34325
111,金門縣烈嶼鄉,12649
111,金門縣烏坵鄉,670
111,連江縣南竿鄉,7797
111,連江縣北竿鄉,3181
111,連江縣莒光鄉,1471
111,連江縣東引鄉,1534
